ID Number,Assignment_Name,Assignment_Grade
874398,SOWK475Assignment 2,99
766776,SOCI920Final Assessment,68
975255,SOCI971Assignment 1,89
869624,SOWK872Project 1,89
553198,SOWK219Assignment 1,84
442474,SOWK072Assignment 1,92
162113,SOCI273Assignment 2,62
523633,SOWK455Final Assessment,77
205708,SOWK555Final Assessment,94
384933,SOCI655Project 1,91
186256,SOCI131Presentation,73
534384,SOCI958Assignment 2,79
570595,SOCI945Assignment 1,87
523470,GOVT250Final Assessment,78
315792,SOCI604Project 1,77
859144,GOVT343Assignment 1,70
616709,SOCI114Final Assessment,78
277080,SOWK372Presentation,69
497064,SOWK158Project 1,82
150516,SOCI266Final Assessment,100
263452,GOVT457Assignment 2,88
351736,GOVT661Assignment 2,96
264910,GOVT552Presentation,72
426629,SOWK356Presentation,69
325386,SOWK067Project 1,90
832668,GOVT751Final Assessment,72
356898,GOVT169Project 1,99
921115,SOCI606Project 1,85
817929,SOCI227Project 1,75
220432,GOVT057Assignment 1,66
856917,SOCI485Assignment 2,99
262361,SOCI124Presentation,76
243267,SOCI066Final Assessment,79
400381,SOWK167Assignment 2,97
206825,SOWK598Assignment 2,73
655492,SOCI910Assignment 1,77
509766,SOCI394Assignment 1,96
130497,SOWK291Presentation,96
683170,SOWK410Assignment 1,77
318714,SOWK221Assignment 1,71
985455,SOWK030Final Assessment,71
684480,GOVT010Assignment 2,70
113254,SOCI907Assignment 1,79
669953,SOCI875Assignment 2,83
196268,SOCI065Assignment 1,92
890535,SOWK518Final Assessment,83
220571,SOCI548Assignment 2,64
458118,GOVT991Final Assessment,87
528673,GOVT030Presentation,94
749173,SOCI971Presentation,83
631873,GOVT798Project 1,81
325918,GOVT960Project 1,76
882123,GOVT183Presentation,87
595932,SOWK198Assignment 1,65
869786,SOWK235Assignment 2,77
849788,SOWK671Assignment 2,80
885129,GOVT860Assignment 2,100
580666,GOVT509Presentation,73
387191,SOWK522Assignment 1,80
929495,SOWK428Assignment 1,91
574652,SOWK653Final Assessment,94
998890,GOVT940Final Assessment,95
932862,SOWK580Final Assessment,77
177111,SOWK534Presentation,71
928015,SOWK144Assignment 1,94
527618,SOWK390Project 1,66
156351,GOVT350Project 1,99
490184,GOVT089Project 1,63
957035,SOWK585Presentation,74
671005,SOCI442Project 1,87
316484,SOCI100Presentation,88
119834,SOCI268Presentation,69
104566,SOWK338Assignment 1,85
248966,SOCI586Project 1,68
977718,SOWK916Final Assessment,65
370368,SOCI232Assignment 1,74
338407,SOWK839Presentation,80
130799,SOCI602Presentation,83
492897,GOVT269Assignment 1,91
483498,SOWK789Assignment 1,81
346540,GOVT814Assignment 1,77
567315,SOWK877Final Assessment,60
566927,SOCI226Project 1,97
596786,SOCI197Final Assessment,78
821141,GOVT301Presentation,76
910685,SOCI046Assignment 2,93
377611,SOCI561Assignment 2,100
217077,SOCI199Project 1,82
387596,SOCI812Project 1,78
720829,SOCI268Final Assessment,86
241311,GOVT259Final Assessment,78
534951,SOCI713Assignment 1,74
941040,SOCI124Project 1,63
966780,SOCI286Assignment 2,100
419152,SOWK254Presentation,92
851570,SOWK327Presentation,75
413469,GOVT257Final Assessment,88
390562,GOVT347Assignment 2,66
444706,GOVT793Assignment 2,84
120890,SOWK904Project 1,99
131147,GOVT453Assignment 1,70
401635,GOVT180Final Assessment,95
833077,SOCI088Assignment 2,76
474969,SOCI311Project 1,81
970139,SOWK408Presentation,99
931620,SOCI383Presentation,83
682082,SOWK879Assignment 1,61
235756,GOVT506Final Assessment,60
445342,SOCI984Assignment 1,93
719899,SOCI515Project 1,100
142353,SOWK751Assignment 2,84
723868,SOCI838Assignment 1,83
715205,SOWK793Final Assessment,63
291356,GOVT731Project 1,81
476116,SOCI258Presentation,99
800537,SOCI737Assignment 1,69
281165,SOWK780Assignment 1,96
582250,SOWK027Project 1,65
142165,SOCI771Assignment 2,61
688923,SOWK241Final Assessment,72
286600,SOWK060Assignment 1,71
260155,SOCI572Project 1,72
117038,GOVT077Assignment 1,72
395229,GOVT102Assignment 1,66
140176,GOVT454Presentation,78
566752,SOCI415Assignment 2,98
443547,SOWK109Assignment 1,89
906406,SOCI826Final Assessment,100
700858,SOWK359Project 1,98
670876,SOWK485Presentation,71
902394,SOCI404Assignment 1,91
336604,SOWK477Presentation,76
488206,GOVT910Project 1,68
843072,GOVT070Final Assessment,79
229700,GOVT379Project 1,91
382961,SOCI161Assignment 2,76
279781,SOWK588Presentation,64
378586,SOCI886Assignment 2,84
196838,SOCI721Project 1,99
177370,SOWK233Presentation,97
898378,SOWK616Presentation,73
313526,GOVT927Final Assessment,66
106291,SOWK612Assignment 2,96
215420,SOWK847Assignment 1,94
371584,SOCI372Presentation,64
583452,GOVT334Assignment 1,92
418094,GOVT828Assignment 1,74
535951,SOCI099Assignment 2,64
410317,GOVT295Final Assessment,90
322450,SOWK572Final Assessment,97
565991,SOWK027Assignment 2,76
790189,GOVT892Presentation,79
920749,SOWK947Presentation,75
478054,SOCI981Presentation,98
166553,SOWK371Assignment 1,91
565710,SOWK507Assignment 2,92
848294,GOVT201Final Assessment,61
503141,SOWK617Presentation,76
977660,GOVT747Assignment 1,89
171128,SOWK629Project 1,94
172971,GOVT106Final Assessment,100
112559,GOVT789Final Assessment,88
198313,SOWK770Assignment 1,76
184834,GOVT583Assignment 2,75
919737,SOCI823Assignment 2,72
805222,SOCI800Assignment 2,67
724644,SOCI943Final Assessment,90
880851,SOCI357Project 1,87
733017,GOVT140Presentation,98
397740,SOWK600Final Assessment,70
681737,SOWK105Assignment 1,95
962901,SOCI607Project 1,66
348238,SOWK178Assignment 1,84
570588,GOVT387Assignment 2,78
482826,GOVT284Project 1,100
793266,SOCI621Final Assessment,67
127346,GOVT160Project 1,66
930430,SOCI246Presentation,79
625105,SOCI476Project 1,97
559776,SOCI623Assignment 2,71
123629,GOVT146Final Assessment,69
115601,GOVT071Final Assessment,76
275800,SOWK048Assignment 1,78
283297,SOWK040Presentation,92
363710,SOWK520Final Assessment,96
559622,GOVT891Project 1,75
647313,GOVT505Project 1,93
341800,SOWK768Presentation,91
508593,SOCI393Project 1,79
828358,SOWK122Final Assessment,94
733576,GOVT123Project 1,79
392896,SOCI684Project 1,60
955966,GOVT288Final Assessment,63
718770,SOWK208Assignment 2,67
134573,GOVT633Assignment 1,79
291169,SOWK345Assignment 2,62
403891,GOVT927Presentation,62
797700,SOCI359Presentation,81
555300,SOWK385Assignment 2,67
921102,SOWK977Project 1,74
764290,SOCI724Assignment 1,66
355847,GOVT150Assignment 1,93
345916,SOWK754Presentation,67
795891,GOVT479Final Assessment,60
444514,SOWK315Assignment 2,78
943307,GOVT376Final Assessment,92
222529,SOWK094Presentation,85
123276,GOVT402Assignment 2,95
346591,SOCI647Presentation,72
916950,SOCI516Assignment 2,83
915479,SOWK943Project 1,83
810893,GOVT709Presentation,97
254764,SOCI635Final Assessment,85
370438,GOVT548Assignment 2,81
844020,GOVT793Final Assessment,85
973991,SOCI309Project 1,97
307325,SOWK782Project 1,69
459023,SOWK016Final Assessment,85
993494,GOVT427Assignment 1,90
207646,SOWK186Final Assessment,75
981733,SOCI890Assignment 1,95
423786,SOWK424Project 1,83
153542,SOWK205Final Assessment,89
725816,SOCI800Final Assessment,66
923570,SOCI429Final Assessment,69
397791,SOCI113Presentation,99
849373,SOCI589Presentation,67
835156,SOWK855Project 1,66
428782,GOVT463Assignment 2,97
113996,SOWK552Presentation,76
462729,SOCI613Presentation,64
990314,SOWK504Final Assessment,62
166782,GOVT274Project 1,98
438662,GOVT934Assignment 2,81
451807,SOWK310Assignment 1,67
861897,GOVT478Assignment 2,88
406382,SOWK240Project 1,93
825559,SOWK834Project 1,93
404238,GOVT400Final Assessment,92
807732,SOCI421Assignment 1,75
617731,SOWK551Project 1,60
126248,GOVT024Assignment 2,92
650524,SOWK031Assignment 2,61
909247,SOCI055Assignment 2,72
181262,SOCI546Assignment 2,64
979189,GOVT966Final Assessment,87
535598,SOWK356Final Assessment,99
216308,GOVT764Assignment 1,99
902533,GOVT794Presentation,95
303544,GOVT051Presentation,99
642093,GOVT584Final Assessment,87
208042,GOVT378Assignment 2,79
651984,SOWK698Assignment 1,91
198959,SOWK566Presentation,61
673030,SOCI153Final Assessment,90
108303,GOVT428Project 1,100
807716,GOVT406Assignment 2,62
788042,GOVT836Assignment 2,63
639549,SOWK837Final Assessment,81
876723,SOWK844Project 1,95
348552,GOVT013Final Assessment,76
547345,GOVT437Project 1,88
336541,GOVT542Project 1,74
708315,SOCI597Assignment 1,81
482022,SOCI676Assignment 2,100
783633,SOWK643Presentation,90
203055,SOWK034Final Assessment,87
468286,SOCI144Final Assessment,94
576492,SOWK628Presentation,89
184631,GOVT396Presentation,90
401806,SOWK113Presentation,80
164383,SOWK844Final Assessment,97
604354,SOCI587Presentation,92
606619,SOCI280Assignment 2,72
175868,SOWK506Assignment 1,77
985551,SOWK663Presentation,65
677201,SOCI727Project 1,66
972554,SOCI174Assignment 1,79
400008,SOCI760Assignment 2,76
462251,GOVT177Assignment 2,71
700427,SOCI180Project 1,90
509864,SOWK980Final Assessment,65
857650,SOWK501Project 1,86
967104,SOWK322Presentation,61
742652,SOWK179Presentation,79
166642,SOWK544Assignment 2,92
646465,SOCI063Final Assessment,86
351353,SOCI541Assignment 1,60
840027,SOCI660Assignment 2,64
213007,GOVT746Final Assessment,99
807313,SOWK422Project 1,79
427103,SOWK643Assignment 1,85
205598,GOVT734Assignment 2,85
725964,GOVT757Assignment 1,66
968967,GOVT046Final Assessment,72
365967,GOVT490Assignment 1,86
632690,GOVT027Project 1,78
440183,GOVT721Presentation,65
216420,GOVT385Final Assessment,69
109969,SOCI434Assignment 1,85
824440,GOVT300Presentation,77
193220,GOVT165Presentation,84
769313,SOWK541Presentation,61
589552,SOCI748Presentation,79
939515,GOVT700Final Assessment,65
576812,SOWK748Assignment 1,98
891522,SOCI888Project 1,67
414422,SOCI067Assignment 2,96
846331,SOWK032Presentation,94
527680,SOCI901Project 1,88
923335,SOWK169Presentation,87
406665,SOWK608Assignment 2,74
532960,GOVT315Presentation,74
695564,GOVT759Presentation,62
431002,SOCI026Assignment 2,67
316232,SOCI923Presentation,64
311084,SOWK840Assignment 1,96
942679,GOVT797Final Assessment,71
486327,GOVT828Final Assessment,69
399439,SOWK092Assignment 1,94
940463,SOWK319Assignment 2,76
186370,GOVT590Final Assessment,97
157221,GOVT429Presentation,90
526971,SOCI693Presentation,90
387829,SOWK030Presentation,61
161328,SOCI357Final Assessment,78
879498,SOWK350Final Assessment,92
237572,SOCI024Presentation,70
962911,SOWK372Assignment 1,82
199461,GOVT004Final Assessment,77
681934,SOWK678Presentation,87
600347,GOVT509Final Assessment,99
784908,SOCI461Final Assessment,75
697525,SOWK100Presentation,94
797740,SOCI857Final Assessment,89
592044,SOCI402Assignment 1,90
570323,SOCI350Project 1,61
990868,SOCI916Assignment 2,84
326468,GOVT154Assignment 2,90
924448,SOWK522Project 1,75
347542,GOVT188Assignment 2,84
780368,GOVT536Assignment 2,63
327914,SOCI352Project 1,70
888415,SOCI992Final Assessment,63
133017,SOWK661Assignment 2,93
533275,SOWK852Assignment 1,94
640930,GOVT715Presentation,71
674081,GOVT662Assignment 1,100
955163,SOCI990Assignment 1,70
963935,SOCI034Presentation,62
130508,SOWK066Final Assessment,91
403085,SOWK963Presentation,94
589186,SOCI226Assignment 2,77
727887,GOVT021Presentation,87
908153,SOCI072Final Assessment,80
705574,SOWK250Assignment 1,86
263591,GOVT799Project 1,68
156605,GOVT954Assignment 1,100
661743,SOCI498Assignment 1,94
803338,SOCI633Final Assessment,91
976172,SOWK907Presentation,92
691722,SOWK922Final Assessment,100
810919,SOCI412Project 1,83
734755,SOWK289Project 1,77
114302,SOCI465Project 1,70
971583,SOCI271Assignment 2,60
815583,SOCI604Project 1,72
834690,SOCI615Project 1,71
369891,GOVT442Project 1,85
774196,SOWK753Final Assessment,68
933811,SOWK709Project 1,70
246395,SOWK631Assignment 1,63
611632,SOCI113Assignment 1,70
442854,SOWK903Assignment 1,70
656100,SOWK295Assignment 2,71
331502,SOCI971Assignment 2,65
301886,SOCI726Project 1,100
491359,SOCI519Project 1,82
812793,SOWK228Assignment 1,96
353035,SOWK172Final Assessment,92
375745,SOCI039Final Assessment,62
646848,GOVT521Project 1,100
997473,GOVT496Presentation,94
467628,SOCI593Final Assessment,83
844131,SOWK518Assignment 2,77
431302,GOVT326Final Assessment,67
827284,SOCI154Presentation,77
845669,SOCI973Final Assessment,96
344849,SOWK635Final Assessment,94
190269,SOWK652Assignment 1,91
475153,SOCI378Presentation,75
200167,SOCI945Assignment 2,63
907552,SOCI816Presentation,80
296960,SOWK906Assignment 2,96
224445,GOVT828Project 1,90
885587,GOVT490Presentation,61
108036,GOVT305Assignment 1,75
192493,SOCI121Assignment 2,94
618892,SOWK637Project 1,93
727911,GOVT348Project 1,61
490115,SOCI104Final Assessment,61
158183,SOCI622Project 1,97
314435,SOCI628Final Assessment,76
102218,SOCI597Presentation,78
133767,GOVT103Assignment 1,71
273947,GOVT783Assignment 2,93
559288,SOWK674Assignment 2,85
401786,SOWK713Presentation,64
397526,GOVT909Assignment 2,94
276255,SOCI488Assignment 2,68
922950,GOVT249Presentation,60
538599,SOWK574Presentation,60
834003,SOWK229Final Assessment,65
861261,GOVT655Assignment 2,93
916032,SOCI251Assignment 1,83
681421,SOWK402Assignment 2,78
740935,SOWK824Project 1,73
128876,SOWK051Final Assessment,63
149168,SOWK836Final Assessment,86
246152,GOVT774Project 1,65
142995,SOCI989Project 1,68
440216,SOCI688Final Assessment,85
361358,GOVT404Presentation,65
776382,SOCI791Final Assessment,73
767603,GOVT535Final Assessment,88
992998,SOWK736Project 1,100
226336,SOWK068Presentation,77
399422,SOCI984Project 1,93
308751,GOVT587Presentation,79
362358,SOWK406Assignment 1,61
597962,SOWK659Presentation,69
694160,SOWK072Assignment 2,61
246694,SOCI843Presentation,60
127371,GOVT671Presentation,74
537745,GOVT403Assignment 1,66
113884,GOVT612Presentation,94
778914,SOWK118Assignment 1,82
112990,GOVT561Project 1,61
116865,SOCI895Presentation,67
960982,SOWK327Project 1,74
789341,SOWK953Assignment 1,62
253412,GOVT601Assignment 2,63
936660,SOCI381Assignment 1,94
789506,SOCI108Assignment 2,62
895171,GOVT510Project 1,67
442442,SOCI448Final Assessment,66
999453,SOWK486Assignment 2,68
704627,SOCI658Assignment 2,61
546406,GOVT663Final Assessment,97
132437,GOVT728Presentation,91
438219,SOCI337Assignment 2,76
965159,SOCI084Final Assessment,96
640745,GOVT359Project 1,75
183241,SOWK695Assignment 2,62
390039,SOCI828Final Assessment,75
931979,SOCI516Presentation,63
905692,SOWK309Final Assessment,90
579024,GOVT468Final Assessment,67
410204,GOVT805Presentation,82
353235,SOWK577Project 1,82
805456,SOWK737Project 1,70
987386,GOVT886Final Assessment,97
977294,SOWK288Assignment 2,89
436454,GOVT051Final Assessment,87
515316,SOCI976Presentation,96
956117,SOCI862Assignment 1,64
126124,GOVT667Project 1,87
452715,GOVT555Project 1,63
845940,SOWK858Project 1,100
824165,SOWK398Assignment 1,100
689542,SOWK014Assignment 1,78
463184,SOCI458Project 1,98
976453,SOWK065Project 1,62
148286,SOCI380Assignment 1,89
215990,SOCI933Final Assessment,98
852013,SOCI856Project 1,69
996100,SOCI436Presentation,82
101529,SOWK675Assignment 1,71
999483,SOWK561Presentation,76
109758,GOVT249Final Assessment,76
165115,SOCI807Project 1,61
346012,SOCI165Assignment 2,81
695303,SOCI462Final Assessment,84
198437,SOCI357Presentation,92
746830,SOCI677Presentation,75
336055,GOVT802Project 1,98
378357,SOCI368Assignment 2,81
632167,SOWK140Final Assessment,83
701966,GOVT839Project 1,61
576210,GOVT537Final Assessment,95
778174,SOCI559Assignment 1,77
604712,SOCI873Presentation,86
756567,SOCI213Presentation,73
176677,SOCI614Project 1,95
310977,SOWK902Presentation,89
713976,SOWK868Assignment 2,72
815939,SOWK207Assignment 2,83
767985,SOCI625Assignment 2,79
403787,SOWK084Assignment 2,85
446100,SOWK445Final Assessment,63
181466,SOWK162Assignment 1,62
295016,SOWK138Final Assessment,86
652256,GOVT133Final Assessment,99
112496,SOWK508Project 1,77
973987,SOCI092Final Assessment,100
812911,GOVT887Final Assessment,100
715224,GOVT815Presentation,100
393608,SOWK368Assignment 1,73
892853,GOVT314Assignment 1,77
812576,SOWK859Project 1,82
758572,SOCI955Assignment 2,80
603362,SOCI037Assignment 1,97
405201,GOVT116Assignment 2,81
418200,SOCI373Final Assessment,93
168277,SOCI347Assignment 1,86
935995,GOVT354Final Assessment,95
753579,GOVT342Presentation,63
685945,SOWK283Assignment 1,61
164433,GOVT289Assignment 2,71
172147,SOWK244Assignment 1,71
568403,GOVT070Presentation,81
186322,SOWK538Project 1,88
642515,SOCI978Presentation,66
529568,SOWK430Project 1,78
410327,SOCI764Assignment 1,66
861525,SOCI048Presentation,84
777781,SOCI662Assignment 2,62
916862,GOVT917Assignment 1,84
580698,GOVT556Presentation,76
459478,SOCI230Final Assessment,72
778942,SOWK841Assignment 2,76
525843,SOCI818Presentation,72
371573,GOVT822Final Assessment,67
416813,SOWK527Final Assessment,67
617244,GOVT929Project 1,86
704365,GOVT349Assignment 1,94
511786,GOVT141Presentation,81
538390,GOVT548Project 1,98
242015,SOWK037Assignment 2,65
985646,GOVT140Project 1,90
380383,GOVT131Assignment 1,84
388013,SOCI123Final Assessment,62
109104,GOVT785Project 1,94
992645,SOCI842Assignment 1,61
651931,SOCI281Project 1,89
955549,SOCI475Project 1,95
444434,SOWK665Presentation,87
369993,GOVT456Assignment 1,62
729733,GOVT912Project 1,95
837984,GOVT164Presentation,87
754525,SOCI059Presentation,100
675128,SOWK071Presentation,92
214568,SOCI902Assignment 2,87
933301,GOVT131Project 1,86
253880,SOCI821Presentation,90
328641,GOVT666Project 1,96
390127,SOWK502Project 1,91
761567,SOCI359Assignment 1,77
872630,SOCI580Assignment 2,65
191465,SOWK240Final Assessment,79
666741,SOWK439Assignment 2,91
708114,SOCI970Final Assessment,75
132171,GOVT432Presentation,69
579250,SOCI243Assignment 1,70
191512,SOWK927Project 1,69
255793,SOWK932Project 1,85
570937,SOCI144Final Assessment,94
733885,SOCI582Presentation,100
752973,SOCI651Presentation,63
842151,SOWK274Assignment 1,89
254514,SOWK129Final Assessment,91
313968,GOVT623Final Assessment,69
873034,SOCI370Project 1,80
542330,GOVT372Assignment 1,90
566007,SOCI644Presentation,75
611176,GOVT827Assignment 2,73
764634,GOVT925Presentation,70
673761,SOCI145Final Assessment,66
902589,SOCI977Assignment 2,79
560702,SOCI631Assignment 2,87
180292,SOCI746Assignment 1,97
852769,SOWK105Final Assessment,99
979662,GOVT558Presentation,67
439110,SOWK188Final Assessment,92
437081,GOVT570Final Assessment,83
369333,SOWK715Final Assessment,81
204318,SOCI736Assignment 1,65
437000,GOVT721Final Assessment,88
800828,SOCI563Final Assessment,79
534811,SOWK379Assignment 2,62
195585,GOVT577Presentation,82
445002,SOCI552Presentation,69
928049,SOWK495Project 1,75
685801,GOVT227Final Assessment,85
755729,SOWK235Assignment 1,69
148016,GOVT216Project 1,92
356724,SOWK674Assignment 1,67
279147,SOCI242Presentation,89
196322,SOWK565Final Assessment,100
389051,GOVT105Assignment 1,62
746111,SOWK316Final Assessment,79
282180,SOWK604Assignment 2,86
798065,SOWK667Assignment 1,100
786063,SOCI142Presentation,86
766583,SOCI802Assignment 2,85
961350,SOCI898Project 1,77
712998,SOCI521Assignment 1,72
273086,SOWK148Assignment 1,64
782925,SOCI194Final Assessment,61
762007,SOWK668Presentation,76
995552,SOCI777Project 1,67
648943,GOVT677Presentation,91
792237,SOCI484Project 1,78
988312,SOCI671Assignment 1,79
767153,GOVT503Assignment 2,86
512969,GOVT951Assignment 1,66
893744,SOCI426Final Assessment,94
768504,SOWK807Presentation,91
877668,SOCI213Presentation,67
672761,GOVT771Project 1,92
628569,SOCI564Assignment 2,86
279946,SOCI944Assignment 2,97
285042,SOCI872Assignment 2,64
312396,GOVT226Assignment 1,85
536460,SOWK616Final Assessment,67
793095,SOCI917Assignment 2,79
467664,SOWK182Presentation,99
469784,SOCI049Assignment 2,60
162842,SOWK516Assignment 1,70
333229,GOVT740Presentation,89
875089,SOWK109Project 1,81
825636,GOVT801Final Assessment,64
134278,SOWK671Assignment 1,65
681696,SOCI820Assignment 2,75
786692,SOCI332Assignment 2,87
978523,SOCI558Assignment 2,68
809178,SOCI200Presentation,61
157043,GOVT768Assignment 2,92
764928,GOVT196Project 1,83
389611,SOWK652Assignment 2,79
556716,GOVT725Project 1,62
229890,GOVT060Presentation,79
234280,GOVT837Project 1,74
675096,SOCI200Assignment 1,100
418538,SOCI796Final Assessment,66
316031,SOCI754Assignment 2,62
547845,GOVT333Final Assessment,99
452713,SOCI676Presentation,95
275862,SOCI144Assignment 2,95
193040,SOWK449Assignment 2,94
606912,SOCI548Project 1,82
878628,SOWK362Final Assessment,81
470319,GOVT180Presentation,99
730391,SOCI688Presentation,95
278236,SOCI059Assignment 1,95
165466,SOCI058Final Assessment,86
243079,GOVT482Assignment 2,93
340477,SOCI229Assignment 1,73
943761,SOWK060Assignment 2,65
410410,GOVT556Assignment 2,87
475274,SOCI505Final Assessment,78
780781,SOCI133Assignment 1,69
797060,SOWK159Assignment 2,91
112498,GOVT691Final Assessment,95
340079,GOVT185Project 1,79
911816,SOWK168Assignment 1,64
258355,GOVT808Assignment 1,60
754698,GOVT649Final Assessment,85
355823,SOWK791Assignment 2,89
365344,GOVT892Final Assessment,60
962382,SOCI617Final Assessment,80
690119,SOCI565Final Assessment,60
357216,SOCI766Assignment 1,85
550598,SOCI024Final Assessment,86
833208,SOWK113Project 1,66
460252,SOWK294Assignment 1,75
688678,SOWK577Assignment 2,99
118750,SOCI299Assignment 2,77
476382,GOVT637Assignment 1,91
528174,SOWK939Assignment 2,70
618188,SOCI430Final Assessment,63
504978,GOVT689Assignment 1,62
419855,SOCI451Assignment 1,63
312083,SOWK178Final Assessment,82
880549,GOVT771Final Assessment,88
305239,GOVT720Assignment 2,87
410790,SOWK507Assignment 1,78
937957,SOCI685Presentation,78
980482,SOWK849Final Assessment,65
122378,SOWK698Assignment 2,72
380155,SOWK106Presentation,100
612779,SOCI950Final Assessment,94
297383,GOVT663Final Assessment,68
621343,GOVT362Assignment 2,66
400186,GOVT408Presentation,63
682228,SOCI424Final Assessment,66
106490,SOWK220Assignment 2,99
289202,GOVT549Assignment 1,96
110256,GOVT682Project 1,70
528678,SOCI264Final Assessment,79
183614,SOCI247Project 1,89
783212,SOCI336Assignment 2,73
501687,GOVT615Presentation,93
896154,SOWK756Assignment 2,96
533273,GOVT742Assignment 1,100
407386,SOCI666Assignment 1,86
579006,GOVT484Final Assessment,68
544970,SOCI045Presentation,61
849966,SOWK367Assignment 2,94
890617,SOWK584Final Assessment,79
835646,GOVT585Project 1,91
488266,GOVT928Project 1,99
206882,SOWK513Final Assessment,67
731691,SOCI832Final Assessment,67
658547,GOVT402Assignment 1,93
240463,SOWK091Assignment 1,78
929765,SOCI635Project 1,65
300204,SOCI223Assignment 2,90
915325,SOCI101Project 1,99
768538,GOVT700Final Assessment,71
367215,GOVT872Presentation,84
457770,GOVT072Assignment 2,81
974436,GOVT707Assignment 1,61
216955,SOCI901Assignment 2,61
612235,GOVT459Final Assessment,84
843143,GOVT823Assignment 1,96
852376,GOVT352Assignment 1,83
710301,GOVT085Assignment 2,97
422464,SOCI312Assignment 2,100
527982,SOWK024Presentation,90
731004,GOVT596Presentation,72
759557,SOCI352Assignment 1,77
883740,GOVT905Assignment 1,100
228298,SOCI027Project 1,87
832921,GOVT470Project 1,79
707632,GOVT434Final Assessment,69
696406,GOVT877Assignment 1,79
744552,GOVT938Project 1,69
727438,GOVT637Presentation,68
696273,GOVT308Project 1,61
374659,SOCI503Assignment 2,84
164909,SOCI661Presentation,66
832762,SOWK093Project 1,78
486150,SOCI957Assignment 2,66
165021,GOVT396Final Assessment,96
136551,GOVT009Assignment 2,62
985467,SOWK426Assignment 1,94
388680,SOCI317Assignment 1,65
794148,SOWK626Assignment 1,77
534388,GOVT228Presentation,79
726106,GOVT007Final Assessment,69
970576,GOVT596Project 1,98
965737,SOCI548Assignment 2,93
220842,SOCI658Final Assessment,77
393083,GOVT256Presentation,91
457777,SOCI719Project 1,96
106989,SOCI071Presentation,91
763770,SOCI527Assignment 2,99
757404,SOWK668Presentation,82
913726,SOCI778Final Assessment,77
162431,SOCI839Project 1,96
272882,GOVT284Assignment 1,60
618946,SOCI334Final Assessment,78
547880,SOWK521Assignment 2,93
770411,SOWK204Project 1,79
972989,SOCI648Final Assessment,84
630658,SOWK474Final Assessment,80
664773,SOWK165Assignment 1,85
652719,GOVT443Project 1,60
365674,SOCI120Final Assessment,95
821009,SOWK564Project 1,96
535503,GOVT300Assignment 2,91
318920,GOVT134Assignment 1,69
133746,GOVT801Presentation,100
833061,SOCI140Assignment 2,79
936882,GOVT876Assignment 2,61
670577,GOVT615Project 1,86
268051,GOVT163Presentation,95
215270,GOVT367Assignment 2,76
744873,GOVT395Assignment 2,79
429760,GOVT375Project 1,72
165192,GOVT682Project 1,82
716650,SOCI305Assignment 2,92
621078,SOCI643Presentation,79
238044,GOVT612Presentation,89
488710,GOVT342Assignment 2,74
921555,GOVT757Project 1,79
811334,GOVT678Assignment 2,100
109237,SOWK795Assignment 1,63
780415,GOVT319Project 1,77
179353,GOVT327Presentation,77
669948,SOCI161Assignment 1,60
288825,GOVT343Assignment 1,90
710761,SOCI750Presentation,94
780894,SOCI072Assignment 1,71
902729,SOWK093Assignment 2,97
137790,SOWK013Final Assessment,79
216561,SOWK688Project 1,70
359597,SOWK133Final Assessment,60
353392,SOCI565Final Assessment,84
506474,GOVT870Final Assessment,90
312803,SOWK218Assignment 1,100
683492,SOCI010Project 1,79
225206,SOCI535Assignment 2,79
291326,GOVT008Final Assessment,63
888301,SOWK872Final Assessment,81
326133,SOCI831Assignment 1,73
306091,SOCI433Final Assessment,95
869854,SOWK194Final Assessment,65
204517,GOVT697Assignment 2,87
812209,GOVT261Project 1,68
370814,GOVT249Assignment 1,73
274749,SOWK590Project 1,62
325541,SOWK458Presentation,89
379766,SOWK298Assignment 2,96
889094,SOCI896Final Assessment,84
645137,SOCI550Final Assessment,81
763151,SOWK947Assignment 2,60
607215,GOVT396Project 1,92
296013,SOWK231Project 1,69
219461,SOCI215Project 1,90
720470,SOWK155Presentation,98
136514,SOCI867Project 1,82
520884,SOWK134Assignment 2,61
961411,GOVT252Project 1,78
777538,GOVT063Presentation,97
546052,SOCI746Project 1,82
259300,SOCI985Assignment 2,77
381413,SOCI970Assignment 1,94
148978,SOWK958Final Assessment,90
584775,SOWK416Project 1,69
622709,GOVT615Assignment 2,94
747915,SOCI333Final Assessment,83
169104,SOCI169Assignment 1,71
126529,SOWK981Project 1,96
636000,SOWK541Project 1,63
392562,GOVT397Assignment 2,87
177187,SOCI375Presentation,74
870822,SOCI304Assignment 1,89
449688,SOCI408Presentation,86
780320,SOWK293Project 1,81
712756,GOVT240Project 1,60
838771,SOWK650Project 1,82
611710,SOWK473Presentation,74
731340,SOWK227Assignment 1,92
168254,SOCI499Presentation,99
182408,SOWK496Assignment 2,81
478533,GOVT696Final Assessment,60
389148,SOCI265Assignment 2,68
878906,SOWK007Final Assessment,74
593317,GOVT938Presentation,64
594241,GOVT125Final Assessment,88
640265,GOVT040Assignment 1,97
494921,SOCI254Assignment 2,84
767195,SOCI243Project 1,84
940091,GOVT633Presentation,76
962258,SOWK376Final Assessment,74
433504,GOVT751Presentation,72
794284,SOCI572Project 1,76
134576,GOVT561Presentation,95
247248,GOVT120Assignment 1,70
724918,SOCI213Project 1,93
